"County,Duchy,Kingdom,Empire,Religion,Culture"
"Pinsk,Pinsk,White Rus',Russia,Slovianska Pravda,Russian"
"Slutsk,Pinsk,White Rus',Russia,Slovianska Pravda,Russian"
"Kletsk,Pinsk,White Rus',Russia,Slovianska Pravda,Russian"
"Babruysk,Pinsk,White Rus',Russia,Slovianska Pravda,Russian"
"Minsk,Minsk,White Rus',Russia,Slovianska Pravda,Russian"
"Orsha,Minsk,White Rus',Russia,Slovianska Pravda,Russian"
"Polotsk,Polotsk,White Rus',Russia,Slovianska Pravda,Russian"
"Lukoml,Polotsk,White Rus',Russia,Slovianska Pravda,Russian"
"Vitebsk,Polotsk,White Rus',Russia,Slovianska Pravda,Russian"
"Smolensk,Smolensk,White Rus',Russia,Slovianska Pravda,Russian"
"Gnezdovo,Smolensk,White Rus',Russia,Slovianska Pravda,Russian"
"Roslavl,Smolensk,White Rus',Russia,Slovianska Pravda,Russian"
"Mozhaysk,Smolensk,White Rus',Russia,Slovianska Pravda,Merya"
"Toropets,Smolensk,White Rus',Russia,Slovianska Pravda,Russian"
"Yaroslavl,Opolye,Vladimir,Russia,Suomenusko,Merya"
"Vladimir,Opolye,Vladimir,Russia,Suomenusko,Meshchera"
"Suzdal,Opolye,Vladimir,Russia,Suomenusko,Merya"
"Tver,Opolye,Vladimir,Russia,Suomenusko,Merya"
"Moskva,Opolye,Vladimir,Russia,Suomenusko,Meshchera"
"Ryazan,Ryazan,Vladimir,Russia,Suomenusko,Meshchera"
"Tula,Ryazan,Vladimir,Russia,Suomenusko,Meshchera"
"Murom,Ryazan,Vladimir,Russia,Suomenusko,Muroma"
"Nizhny Novgorod,Nizhny Novgorod,Vladimir,Russia,Suomenusko,Mari"
"Plyos,Nizhny Novgorod,Vladimir,Russia,Suomenusko,Merya"
"Manturovo,Nizhny Novgorod,Vladimir,Russia,Suomenusko,Merya"
"Kholmogory,Biarmia,Bjarmaland,Russia,Suomenusko,Bjarmian"
"Onega,Biarmia,Bjarmaland,Russia,Suomenusko,Bjarmian"
"Povenets,Biarmia,Bjarmaland,Russia,Suomenusko,Bjarmian"
"Pudozh,Biarmia,Bjarmaland,Russia,Suomenusko,Bjarmian"
"Kargopol,Chudia,Bjarmaland,Russia,Suomenusko,Vepsian"
"Kirillov,Chudia,Bjarmaland,Russia,Suomenusko,Vepsian"
"Totma,Chudia,Bjarmaland,Russia,Suomenusko,Vepsian"
"Vologda,Vologda,Bjarmaland,Russia,Suomenusko,Vepsian"
"Lyubim,Vologda,Bjarmaland,Russia,Suomenusko,Vepsian"
"Onsthia,Vologda,Bjarmaland,Russia,Suomenusko,Vepsian"
"Choklema,Vologda,Bjarmaland,Russia,Suomenusko,Vepsian"
"Ustyug,Ustyug,Bjarmaland,Russia,Suomenusko,Vepsian"
"Shenkursk,Ustyug,Bjarmaland,Russia,Suomenusko,Vepsian"
"Velsk,Ustyug,Bjarmaland,Russia,Suomenusko,Vepsian"
"Kevrola,Ustyug,Bjarmaland,Russia,Suomenusko,Vepsian"
"Odessa,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Ladyzyn,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Uman,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Cherkassy,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Kherson,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Dnipro,Yedisan,Zaporizhia,Khazaria,Táltosism,Mogyër"
"Khortytsia,Levedia,Zaporizhia,Khazaria,Tengriism,Khazar"
"Oleshye,Levedia,Zaporizhia,Khazaria,Tengriism,Khazar"
"Bakhmut,Levedia,Zaporizhia,Khazaria,Tengriism,Khazar"
"Samar,Levedia,Zaporizhia,Khazaria,Tengriism,Khazar"
"Tana,Don Valley,Zaporizhia,Khazaria,Tengriism,Khazar"
"Golden Hills,Don Valley,Zaporizhia,Khazaria,Tengriism,Khazar"
"Kazanskaya,Don Valley,Zaporizhia,Khazaria,Tengriism,Khazar"
"Sarysyn,Don Valley,Zaporizhia,Khazaria,Tengriism,Khazar"
"Kerch,Crimea,Zaporizhia,Khazaria,Orthodoxy,Greek"
"Kalos Limen,Crimea,Zaporizhia,Khazaria,Tengriism,Khazar"
"Perekop,Crimea,Zaporizhia,Khazaria,Tengriism,Khazar"
"Sarkel,Khazaria,Caucasus,Khazaria,Tengriism,Khazar"
"Astrakhan,Khazaria,Caucasus,Khazaria,Tengriism,Khazar"
"Beksima,Khazaria,Caucasus,Khazaria,Tengriism,Khazar"
"Tmutarakan,Azov,Caucasus,Khazaria,Tengriism,Khazar"
"Khumar,Azov,Caucasus,Khazaria,Tengriism,Khazar"
"Azov,Azov,Caucasus,Khazaria,Tengriism,Khazar"
"Maghas,Alania,Caucasus,Khazaria,Tengriism,Alan"
"Cabardinia,Alania,Caucasus,Khazaria,Tengriism,Alan"
"Zichia,Alania,Caucasus,Khazaria,Tengriism,Alan"
"Derbent,Ciscaucasia,Caucasus,Khazaria,Tengriism,Khazar"
"Samander,Ciscaucasia,Caucasus,Khazaria,Tengriism,Khazar"
"Samiran,Ciscaucasia,Caucasus,Khazaria,Tengriism,Khazar"
"Itil,Itil,Caspian Steppe,Khazaria,Tengriism,Khazar"
"Saqsin,Itil,Caspian Steppe,Khazaria,Tengriism,Khazar"
"Uzen,Itil,Caspian Steppe,Khazaria,Tengriism,Khazar"
"Pecheneg,Pecheneg,Caspian Steppe,Khazaria,Tengriism,Pecheneg"
"Jambalar,Pecheneg,Caspian Steppe,Khazaria,Tengriism,Pecheneg"
"Yaitsk,Pecheneg,Caspian Steppe,Khazaria,Tengriism,Pecheneg"
"Bolghar,Volga-Bulgaria,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Ashli,Volga-Bulgaria,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Yar Calli,Volga-Bulgaria,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Karabolam,Volga-Bulgaria,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Samar,Volga-Bulgaria,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Kazan,Kazan,Volga Bulgaria,Volga-Ural,Suomenusko,Mari"
"Yoshkar-Ola,Kazan,Volga Bulgaria,Volga-Ural,Suomenusko,Mari"
"Elabuga,Kazan,Volga Bulgaria,Volga-Ural,Suomenusko,Permian"
"Jalmat,Jalmat,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Belebey,Jalmat,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Bugurslan,Jalmat,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Salavat,Jalmat,Volga Bulgaria,Volga-Ural,Tengriism,Bolghar"
"Martyuba,Martyuba,Volga Bulgaria,Volga-Ural,Suomenusko,Mari"
"Cykma,Martyuba,Volga Bulgaria,Volga-Ural,Suomenusko,Mari"
"Cheboksary,Mordvinia,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Kozlov,Mordvinia,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Lachyk-Uba,Mordvinia,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Saran,Mordvinia,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Voronezh,Voronezh,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Karatayak,Voronezh,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Oskol,Voronezh,Mordvinia,Volga-Ural,Tengriism,Khazar"
"Saratov,Chuvashia,Mordvinia,Volga-Ural,Tengriism,Chuvash"
"Penza,Chuvashia,Mordvinia,Volga-Ural,Tengriism,Chuvash"
"Atkarsk,Chuvashia,Mordvinia,Volga-Ural,Tengriism,Chuvash"
"Petrovsk,Chuvashia,Mordvinia,Volga-Ural,Tengriism,Chuvash"
"Khopyor,Khopyor,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Tuluchezeva,Khopyor,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Balachev,Khopyor,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Tambov,Khopyor,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Durovka,Khopyor,Mordvinia,Volga-Ural,Suomenusko,Mordvin"
"Perm,Perm,Permia,Volga-Ural,Suomenusko,Permian"
"Sebur,Perm,Permia,Volga-Ural,Suomenusko,Permian"
"Lysva,Perm,Permia,Volga-Ural,Suomenusko,Permian"
"Kumych,Perm,Permia,Volga-Ural,Suomenusko,Permian"
"Ural,Ural,Permia,Volga-Ural,Suomenusko,Permian"
"Votkinsk,Ural,Permia,Volga-Ural,Suomenusko,Permian"
"Kerken,Ural,Permia,Volga-Ural,Suomenusko,Permian"
"Kargadan,Udmurtia,Permia,Volga-Ural,Suomenusko,Permian"
"Palniki,Udmurtia,Permia,Volga-Ural,Suomenusko,Permian"
"Glazov,Udmurtia,Permia,Volga-Ural,Suomenusko,Permian"
"Kolyn,Udmurtia,Permia,Volga-Ural,Suomenusko,Permian"
"Ufa,Bashkiria,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Yanokul,Bashkiria,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Sakmara,Bashkiria,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Uraltau,Uraltau,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Karabash,Uraltau,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Uiska,Uraltau,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Yekaterinburg,Vogulia,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Chadrinsk,Vogulia,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Chelabinsk,Vogulia,Bashkiria,Volga-Ural,Tengriism,Bashkir"
"Tyumen,Ostyaki,Yugra,Siberia,Suomenusko,Ostyak"
"Laia,Ostyaki,Yugra,Siberia,Suomenusko,Ostyak"
"Tabary,Ostyaki,Yugra,Siberia,Suomenusko,Ostyak"
"Neramkary,Ostyaki,Yugra,Siberia,Suomenusko,Ostyak"
"Tselym Dalyn,Konda,Yugra,Siberia,Suomenusko,Ostyak"
"Kharam-Vosh,Konda,Yugra,Siberia,Suomenusko,Ostyak"
"Kartauzh,Konda,Yugra,Siberia,Suomenusko,Ostyak"
"Pelym,Pelym,Yugra,Siberia,Suomenusko,Ostyak"
"Koshuki,Pelym,Yugra,Siberia,Suomenusko,Ostyak"
"Kazym,Kazym,Yugra,Siberia,Suomenusko,Ostyak"
"Sosva,Kazym,Yugra,Siberia,Suomenusko,Ostyak"
"Koda,Kazym,Yugra,Siberia,Suomenusko,Ostyak"
"Sibir,Sibir,Sibir,Siberia,Suomenusko,Ostyak"
"Tobol,Sibir,Sibir,Siberia,Suomenusko,Ostyak"
"Belogorje,Sibir,Sibir,Siberia,Suomenusko,Ostyak"
"Bardak,Sibir,Sibir,Siberia,Suomenusko,Ostyak"
"Ishim,Ishim,Sibir,Siberia,Suomenusko,Ostyak"
"Dolgujar,Ishim,Sibir,Siberia,Suomenusko,Ostyak"
"Tara,Tara,Sibir,Siberia,Suomenusko,Ostyak"
"Kazanskoye,Tara,Sibir,Siberia,Suomenusko,Ostyak"
"Petropavolsk,Tara,Sibir,Siberia,Suomenusko,Ostyak"
"Omsk,Lanikaz,Sibir,Siberia,Tengriism,Laktan"
"Kainsk,Lanikaz,Sibir,Siberia,Tengriism,Laktan"
"Pavlodar,Lanikaz,Sibir,Siberia,Tengriism,Laktan"
"Ob,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Biia,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Torema,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Sorok,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Kondoma,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Kyin,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Aley,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Korgon,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Terektai,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Tavan Bogd,Salair,Ob,Siberia,Tengriism,Kirghiz"
"Tomsk,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Kiia,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Taskyl,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Kojuk,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Chulym,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Narim,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Sochur,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Yenisei,Ala Tau,Ob,Siberia,Tengriism,Kirghiz"
"Vasyugan,Vasyugan Mire,Ob,Siberia,Suomenusko,Ostyak"
"Umiai,Vasyugan Mire,Ob,Siberia,Suomenusko,Ostyak"
"Tartas,Vasyugan Mire,Ob,Siberia,Suomenusko,Ostyak"
"Chich,Vasyugan Mire,Ob,Siberia,Suomenusko,Ostyak"
"Kolyvan,Baraba Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Sartlan,Baraba Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Ubins,Baraba Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Igaran,Baraba Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Konda,Baraba Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Kulunda,Kulyndy Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Barnaul,Kulyndy Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Kachu,Kulyndy Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Kuchuk,Kulyndy Steppe,Ob,Siberia,Suomenusko,Ostyak"
"Karakorum,Ötüken,Mongolia,Mongolia,Tengriism,Kerait"
"Karabalgasun,Ötüken,Mongolia,Mongolia,Tengriism,Mongol"
"Mumo,Ötüken,Mongolia,Mongolia,Tengriism,Mongol"
"Örgöö,Ögräsh,Mongolia,Mongolia,Tengriism,Mongol"
"Khentii,Ögräsh,Mongolia,Mongolia,Tengriism,Mongol"
"Naushki,Ögräsh,Mongolia,Mongolia,Tengriism,Mongol"
"Selenga,Selenga Valley,Mongolia,Mongolia,Tengriism,Mongol"
"Baibalik,Selenga Valley,Mongolia,Mongolia,Tengriism,Mongol"
"Khökhöö,Selenga Valley,Mongolia,Mongolia,Tengriism,Mongol"
"Karatsagaan,Selenga Valley,Mongolia,Mongolia,Tengriism,Mongol"
"Tunka,Selenga Valley,Mongolia,Mongolia,Tengriism,Mongol"
"Tövkhön,Övörkhangai,Mongolia,Mongolia,Tengriism,Kerait"
"Ongi,Övörkhangai,Mongolia,Mongolia,Tengriism,Kerait"
"Ikh Bogd,Övörkhangai,Mongolia,Mongolia,Tengriism,Kerait"
"Bombögör,Övörkhangai,Mongolia,Mongolia,Tengriism,Kerait"
"Khasagt Khairkhan,Övörkhangai,Mongolia,Mongolia,Tengriism,Kerait"
"Tarvagatai,Arkhangai,Mongolia,Mongolia,Tengriism,Mongol"
"Oigon,Arkhangai,Mongolia,Mongolia,Tengriism,Mongol"
"Uliastai,Arkhangai,Mongolia,Mongolia,Tengriism,Mongol"
"Darkhad Valley,Khövsgöl,Mongolia,Mongolia,Tengriism,Oirat"
"Tömörbulag,Khövsgöl,Mongolia,Mongolia,Tengriism,Oirat"
"Ulantaiga,Khövsgöl,Mongolia,Mongolia,Tengriism,Oirat"
"Tseel,Gobi-Altai,Mongolia,Mongolia,Tengriism,Naiman"
"Sharga,Gobi-Altai,Mongolia,Mongolia,Tengriism,Naiman"
"Zarman,Gobi-Altai,Mongolia,Mongolia,Tengriism,Naiman"
"Uvs Nuur,Ubsunur Hollow,Mongolia,Mongolia,Tengriism,Mongol"
"Ulaangom,Ubsunur Hollow,Mongolia,Mongolia,Tengriism,Naiman"
"Tesiin Gol,Ubsunur Hollow,Mongolia,Mongolia,Tengriism,Mongol"
"Urgamal,Ubsunur Hollow,Mongolia,Mongolia,Tengriism,Mongol"
"Khar Us,Ubsunur Hollow,Mongolia,Mongolia,Tengriism,Naiman"
"Harhiraa,Khovd,Mongolia,Mongolia,Tengriism,Naiman"
"Tsambagarau,Khovd,Mongolia,Mongolia,Tengriism,Naiman"
"Arzhan,Togina,Tuva,Mongolia,Tengriism,Buryat"
"Tapsa,Togina,Tuva,Mongolia,Tengriism,Buryat"
"Azas,Togina,Tuva,Mongolia,Tengriism,Buryat"
"Eastern Tannu,Tannu-Ola,Tuva,Mongolia,Tengriism,Uriankhai"
"Western Tannu,Tannu-Ola,Tuva,Mongolia,Tengriism,Uriankhai"
"Stoyanka,Western Sayan,Tuva,Mongolia,Tengriism,Uriankhai"
"Katu-Yaryk,Western Sayan,Tuva,Mongolia,Tengriism,Uriankhai"
"Kantegir,Western Sayan,Tuva,Mongolia,Tengriism,Uriankhai"
"Abakan,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Julym,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Jerjul,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Kizir,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Anja,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Kyzylkul,Khakass Hollow,Khakassia,Mongolia,Tengriism,Kirghiz"
"Kuzbas,Shoria,Khakassia,Mongolia,Tengriism,Kirghiz"
"Shor,Shoria,Khakassia,Mongolia,Tengriism,Uriankhai"
"Uul Chors,Shoria,Khakassia,Mongolia,Tengriism,Uriankhai"
"Burugu Aallar,Kargassia,Khakassia,Mongolia,Tengriism,Uriankhai"
"Chagdy Aallar,Kargassia,Khakassia,Mongolia,Tengriism,Uriankhai"
"Songuu Aallar,Kargassia,Khakassia,Mongolia,Tengriism,Uriankhai"
"Karauda,Eastern Sayan,Khakassia,Mongolia,Tengriism,Buryat"
"Shityy,Eastern Sayan,Khakassia,Mongolia,Tengriism,Buryat"
"Kropot,Eastern Sayan,Khakassia,Mongolia,Tengriism,Buryat"
"Mönkh Saridag,Eastern Sayan,Khakassia,Mongolia,Tengriism,Buryat"
"Ulan-Ude,Uda Valley,Buryatia,Mongolia,Tengriism,Mongol"
"Chikoy,Uda Valley,Buryatia,Mongolia,Tengriism,Mongol"
"Bargajan,Dauria,Buryatia,Mongolia,Tengriism,Buryat"
"Muya,Dauria,Buryatia,Mongolia,Tengriism,Buryat"
"Kotokel,Dauria,Buryatia,Mongolia,Tengriism,Buryat"
"Yera,Dauria,Buryatia,Mongolia,Tengriism,Buryat"
"Kotera,Bargujin Tukum,Buryatia,Mongolia,Tengriism,Buryat"
"Vitim,Bargujin Tukum,Buryatia,Mongolia,Tengriism,Buryat"
"Karabaigal,Bargujin Tukum,Buryatia,Mongolia,Tengriism,Buryat"
"Chuya,Bargujin Tukum,Buryatia,Mongolia,Tengriism,Buryat"
"Baigaluuls,Baigaluuls,Buryatia,Mongolia,Tengriism,Buryat"
"Uulynkhöl,Baigaluuls,Buryatia,Mongolia,Tengriism,Buryat"
"Olkhon,Tsagaanbaigal,Buryatia,Mongolia,Tengriism,Buryat"
"Erhüü,Tsagaanbaigal,Buryatia,Mongolia,Tengriism,Buryat"
"Ryty,Tsagaanbaigal,Buryatia,Mongolia,Tengriism,Buryat"
"Kyzyl Char,Yenisei-Kan,Angara,Mongolia,Tengriism,Kirghiz"
"Mana,Yenisei-Kan,Angara,Mongolia,Tengriism,Kirghiz"
"Shishina,Yenisei-Kan,Angara,Mongolia,Tengriism,Kirghiz"
"Kankhot,Yenisei-Kan,Angara,Mongolia,Tengriism,Kirghiz"
"Tagul,Yenisei-Kan,Angara,Mongolia,Tengriism,Kirghiz"
"Üd,Üd Valley,Angara,Mongolia,Tengriism,Buryat"
"Bura,Üd Valley,Angara,Mongolia,Tengriism,Buryat"
"Tulun,Üd Valley,Angara,Mongolia,Tengriism,Buryat"
"Eülge,Eülge,Angara,Mongolia,Tengriism,Buryat"
"Ilga,Eülge,Angara,Mongolia,Tengriism,Buryat"
"Gatsuurgazar,Eülge,Angara,Mongolia,Tengriism,Buryat"
"Kitoï,Angara,Angara,Mongolia,Tengriism,Buryat"
"Kymyl'Tey,Angara,Angara,Mongolia,Tengriism,Buryat"
"Okangara,Angara,Angara,Mongolia,Tengriism,Buryat"
"Kada,Angara,Angara,Mongolia,Tengriism,Buryat"
"Qayaliq,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Almaty,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Kopathal,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Kaskelen,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Aksuyek,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Uchkul,Zhetysu,Zhetysu,Tartaria,Tengriism,Karluk"
"Chuguchak,Alakol,Zhetysu,Tartaria,Tengriism,Kimek"
"Kokpekty,Alakol,Zhetysu,Tartaria,Tengriism,Kimek"
"Guzkol,Alakol,Zhetysu,Tartaria,Tengriism,Karluk"
"Lepsink,Alakol,Zhetysu,Tartaria,Tengriism,Karluk"
"Emil,Tarbagatai,Zhetysu,Tartaria,Tengriism,Kimek"
"Jinsko,Tarbagatai,Zhetysu,Tartaria,Tengriism,Karluk"
"Karamay,Tarbagatai,Zhetysu,Tartaria,Tengriism,Kimek"
"Iliq,Ili-Alatau,Zhetysu,Tartaria,Tengriism,Karluk"
"Ghulja,Ili-Alatau,Zhetysu,Tartaria,Tengriism,Karluk"
"Kash,Ili-Alatau,Zhetysu,Tartaria,Tengriism,Karluk"
"Mugodzhar Hills,Mugodzhar Hills,Kimek,Tartaria,Tengriism,Kimek"
"Jitikul,Mugodzhar Hills,Kimek,Tartaria,Tengriism,Kimek"
"Kos Uba,Mugodzhar Hills,Kimek,Tartaria,Tengriism,Kimek"
"Aqtobe,Aqtobe,Kimek,Tartaria,Tengriism,Pecheneg"
"Orenburg,Aqtobe,Kimek,Tartaria,Tengriism,Pecheneg"
"Atamansku,Aqtobe,Kimek,Tartaria,Tengriism,Kimek"
"Atyrau,Atyrau,Kimek,Tartaria,Tengriism,Khazar"
"Sagiz,Atyrau,Kimek,Tartaria,Tengriism,Kimek"
"Manatau,Atyrau,Kimek,Tartaria,Tengriism,Kimek"
"Baisary,Atyrau,Kimek,Tartaria,Tengriism,Kimek"
"Basagha,Atyrau,Kimek,Tartaria,Tengriism,Kimek"
"Turgay,Turgay,Cumania,Tartaria,Tengriism,Kimek"
"Tumar,Turgay,Cumania,Tartaria,Tengriism,Kimek"
"Murun Tomis,Turgay,Cumania,Tartaria,Tengriism,Kimek"
"Jilali,Turgay,Cumania,Tartaria,Tengriism,Kimek"
"Ulu Jitanjik,Turgay,Cumania,Tartaria,Tengriism,Kimek"
"Kurgan,Kurgan,Cumania,Tartaria,Tengriism,Bashkir"
"Sabakyul,Kurgan,Cumania,Tartaria,Tengriism,Bashkir"
"Petropavl,Kush-Murun,Cumania,Tartaria,Suomenusko,Ostyak"
"Kush-Murun,Kush-Murun,Cumania,Tartaria,Tengriism,Kimek"
"Vargashi,Kush-Murun,Cumania,Tartaria,Suomenusko,Ostyak"
"Karasu,Kush-Murun,Cumania,Tartaria,Tengriism,Kimek"
"Teniz,Saryarka,Cumania,Tartaria,Tengriism,Cuman"
"Eghiz Kara,Saryarka,Cumania,Tartaria,Tengriism,Cuman"
"Ulytau,Saryarka,Cumania,Tartaria,Tengriism,Cuman"
"Kaska,Saryarka,Cumania,Tartaria,Tengriism,Cuman"
"Astana,Kazakh,Cumania,Tartaria,Tengriism,Kipchak"
"Atbasar,Kazakh,Cumania,Tartaria,Tengriism,Kimek"
"Shchuchinsk,Kazakh,Cumania,Tartaria,Tengriism,Kipchak"
"Teke,Kazakh,Cumania,Tartaria,Tengriism,Laktan"
"Semey,Semey,Kipchak,Tartaria,Tengriism,Kirghiz"
"Jinghiz,Semey,Kipchak,Tartaria,Tengriism,Karluk"
"Degelen,Semey,Kipchak,Tartaria,Tengriism,Karluk"
"Arkat,Semey,Kipchak,Tartaria,Tengriism,Karluk"
"Kalbin,Semey,Kipchak,Tartaria,Tengriism,Karluk"
"Kulan-Uynak,Kentarlau,Kipchak,Tartaria,Tengriism,Karluk"
"Jiran Suat,Kentarlau,Kipchak,Tartaria,Tengriism,Karluk"
"Koi-Bagar,Kentarlau,Kipchak,Tartaria,Tengriism,Karluk"
"Karkaraly,Karkaraly,Kipchak,Tartaria,Tengriism,Kipchak"
"Tokumbay,Karkaraly,Kipchak,Tartaria,Tengriism,Kipchak"
"Nurtay,Karkaraly,Kipchak,Tartaria,Tengriism,Kipchak"
"Karabas,Karabas,Kipchak,Tartaria,Tengriism,Kipchak"
"Jasky Kart,Karabas,Kipchak,Tartaria,Tengriism,Kipchak"
"Uliuty,Karabas,Kipchak,Tartaria,Tengriism,Kipchak"
"Betpa,Betpa,Kipchak,Tartaria,Tengriism,Kipchak"
"Targyl,Betpa,Kipchak,Tartaria,Tengriism,Kipchak"
"Kulan Utmas,Betpa,Kipchak,Tartaria,Tengriism,Kipchak"
"Kara Khoja,Kara Khoja,Dzungaria,Tartaria,Manicheanism,Uyghur"
"Beshbalik,Kara Khoja,Dzungaria,Tartaria,Manicheanism,Uyghur"
"Yangjibaliq,Kara Khoja,Dzungaria,Tartaria,Manicheanism,Uyghur"
"Barkul,Kara Khoja,Dzungaria,Tartaria,Vajrayana,Uyghur"
"Chamil,Kara Khoja,Dzungaria,Tartaria,Manicheanism,Uyghur"
"Altay,Altay,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Qinggil,Altay,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Agairik,Altay,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Narym,Altay,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Torangy Kul,Altay,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Hoboksar,Gurbantünggüt,Dzungaria,Tartaria,Vajrayana,Uyghur"
"Ulan Chuzir,Gurbantünggüt,Dzungaria,Tartaria,Vajrayana,Uyghur"
"Jie,Gurbantünggüt,Dzungaria,Tartaria,Vajrayana,Uyghur"
"Balgun,Naiman Gobi,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Kara Asirgan,Naiman Gobi,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Boro Burgasu,Naiman Gobi,Dzungaria,Tartaria,Tengriism,Kirghiz"
"Khotan,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Karghalik,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Keriya,Khotan,Khotan,Turan,Mahayana,Sogdian"
"Cherchen,Khotan,Khotan,Turan,Mahayana,Tocharian"
"Kashgar,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Terek Pass,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Aksu,Kashgar,Khotan,Turan,Mahayana,Tocharian"
"Yarkand,Kashgar,Khotan,Turan,Mahayana,Sogdian"
"Karashar,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Kucha,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Luntai,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Toksun,Karashar,Khotan,Turan,Vajrayana,Tocharian"
"Charkliq,Charkliq,Khotan,Turan,Vajrayana,Tocharian"
"Loulan,Charkliq,Khotan,Turan,Vajrayana,Tocharian"
"Miran,Charkliq,Khotan,Turan,Vajrayana,Khitan"
"Kumtag,Charkliq,Khotan,Turan,Vajrayana,Khitan"
"Mangyshlak,Transcaspiana,Oghuz il,Turan,Tengriism,Oghuz"
"Garabogazkol,Transcaspiana,Oghuz il,Turan,Tengriism,Oghuz"
